id,title,authors,link,tags,originally_announced_at
1616,Unsupervised Prediction of Negative Health Events Ahead of Time,"['Anahita Hosseini', 'Majid Sarrafzadeh']",https://arxiv.org/abs/1901.11168,"['cs.LG', 'cs.AI']","Submitted 30 January, 2019; 
      originally announced January 2019."
1617,Deep Recurrent Factor Model: Interpretable Non-Linear and Time-Varying Multi-Factor Model,"['Kei Nakagawa', 'Tomoki Ito', 'Masaya Abe', 'Kiyoshi Izumi']",https://arxiv.org/abs/1901.11493,"['cs.LG', 'q-fin.ST']","Submitted 20 January, 2019; 
      originally announced January 2019."
1618,A Spatial-Temporal Decomposition Based Deep Neural Network for Time Series Forecasting,"['Reza Asadi', 'Amelia Regan']",https://arxiv.org/abs/1902.00636,"['cs.LG', 'stat.ML']","Submitted 1 February, 2019; 
      originally announced February 2019."
1619,"FurcaNet: An end-to-end deep gated convolutional, long short-term memory, deep neural networks for single channel speech separation","['Ziqiang Shi', 'Huibin Lin', 'Liu Liu', 'Rujie Liu', 'Shoji Hayakawa', 'Shouji Harada', 'Jiqing Han']",https://arxiv.org/abs/1902.00651,"['cs.SD', 'eess.AS']","Submitted 17 March, 2019; v1 submitted 2 February, 2019;
      originally announced February 2019."
1620,Polyphonic Music Composition with LSTM Neural Networks and Reinforcement Learning,"['Harish Kumar', 'Balaraman Ravindran']",https://arxiv.org/abs/1902.01973,"['cs.SD', 'cs.LG', 'eess.AS', 'stat.ML']","Submitted 3 March, 2019; v1 submitted 5 February, 2019;
      originally announced February 2019."
1621,Neural-Network Guided Expression Transformation,"['Romain Edelmann', 'Viktor Kunčak']",https://arxiv.org/abs/1902.02194,['cs.AI'],"Submitted 6 February, 2019; 
      originally announced February 2019."
1622,Investigating Recurrent Neural Network Memory Structures using Neuro-Evolution,"['Alexander Ororbia', 'Ahmed Ahmed Elsaid', 'Travis Desell']",https://arxiv.org/abs/1902.02390,"['cs.NE', 'cs.AI']","Submitted 8 February, 2019; v1 submitted 6 February, 2019;
      originally announced February 2019."
1623,Effectiveness of LSTMs in Predicting Congestive Heart Failure Onset,"['Sunil Mallya', 'Marc Overhage', 'Navneet Srivastava', 'Tatsuya Arai', 'Cole Erdman']",https://arxiv.org/abs/1902.02443,"['cs.LG', 'cs.AI', 'stat.ML']","Submitted 13 February, 2019; v1 submitted 6 February, 2019;
      originally announced February 2019."
1624,Fast Transient Simulation of High-Speed Channels Using Recurrent Neural Network,"['Thong Nguyen', 'Tianjian Lu', 'Ken Wu', 'Jose Schutt-Aine']",https://arxiv.org/abs/1902.02627,"['eess.SP', 'cs.LG', 'stat.ML']","Submitted 7 February, 2019; v1 submitted 25 January, 2019;
      originally announced February 2019."
1625,Aspect Specific Opinion Expression Extraction using Attention based LSTM-CRF Network,"['Abhishek Laddha', 'Arjun Mukherjee']",https://arxiv.org/abs/1902.02709,['cs.CL'],"Submitted 7 February, 2019; 
      originally announced February 2019."
1626,High-performance stock index trading: making effective use of a deep LSTM neural network,"['Chariton Chalvatzis', 'Dimitrios Hristu-Varsakelis']",https://arxiv.org/abs/1902.03125,"['q-fin.ST', 'cs.LG', 'stat.ML']","Submitted 8 May, 2019; v1 submitted 7 February, 2019;
      originally announced February 2019."
1627,RTbust: Exploiting Temporal Patterns for Botnet Detection on Twitter,"['Michele Mazza', 'Stefano Cresci', 'Marco Avvenuti', 'Walter Quattrociocchi', 'Maurizio Tesconi']",https://arxiv.org/abs/1902.04506,"['cs.SI', 'cs.AI', 'cs.CR', 'cs.CY']","Submitted 12 February, 2019; 
      originally announced February 2019."
1628,SECTOR: A Neural Model for Coherent Topic Segmentation and Classification,"['Sebastian Arnold', 'Rudolf Schneider', 'Philippe Cudré-Mauroux', 'Felix A. Gers', 'Alexander Löser']",https://arxiv.org/abs/1902.04793,['cs.CL'],"Submitted 13 February, 2019; 
      originally announced February 2019."
1629,A Cross-Repository Model for Predicting Popularity in GitHub,"['Neda Hajiakhoond Bidoki', 'Gita Sukthankar', 'Heather Keathley', 'Ivan Garibay']",https://arxiv.org/abs/1902.05216,['cs.SI'],"Submitted 13 February, 2019; 
      originally announced February 2019."
1630,Situation-Aware Pedestrian Trajectory Prediction with Spatio-Temporal Attention Model,"['Sirin Haddad', 'Meiqing Wu', 'He Wei', 'Siew Kei Lam']",https://arxiv.org/abs/1902.05437,['cs.CV'],"Submitted 13 February, 2019; 
      originally announced February 2019."
1631,Reinforcement Learning to Optimize Long-term User Engagement in Recommender Systems,"['Lixin Zou', 'Long Xia', 'Zhuoye Ding', 'Jiaxing Song', 'Weidong Liu', 'Dawei Yin']",https://arxiv.org/abs/1902.05570,['cs.IR'],"Submitted 11 July, 2019; v1 submitted 12 February, 2019;
      originally announced February 2019."
1632,WaveletAE: A Wavelet-enhanced Autoencoder for Wind Turbine Blade Icing Detection,"['Binhang Yuan', 'Chen Wang', 'Chen Luo', 'Fei Jiang', 'Mingsheng Long', 'Philip S. Yu', 'Yuan Liu']",https://arxiv.org/abs/1902.05625,"['cs.LG', 'stat.ML']","Submitted 10 October, 2019; v1 submitted 14 February, 2019;
      originally announced February 2019."
1633,KINN: Incorporating Expert Knowledge in Neural Networks,"['Muhammad Ali Chattha', 'Shoaib Ahmed Siddiqui', 'Muhammad Imran Malik', 'Ludger van Elst', 'Andreas Dengel', 'Sheraz Ahmed']",https://arxiv.org/abs/1902.05653,"['cs.LG', 'stat.ML']","Submitted 14 February, 2019; 
      originally announced February 2019."
1634,Breaking the Spatio-Angular Trade-off for Light Field Super-Resolution via LSTM Modelling on Epipolar Plane Images,"['Hao Zhu', 'Mantang Guo', 'Hongdong Li', 'Qing Wang', 'Antonio Robles-Kelly']",https://arxiv.org/abs/1902.05672,"['cs.CV', 'cs.GR']","Submitted 14 February, 2019; 
      originally announced February 2019."
1635,Grids versus Graphs: Partitioning Space for Improved Taxi Demand-Supply Forecasts,"['Neema Davis', 'Gaurav Raina', 'Krishna Jagannathan']",https://arxiv.org/abs/1902.06515,"['cs.LG', 'stat.ML']","Submitted 18 February, 2019; 
      originally announced February 2019."
1636,Towards Non-saturating Recurrent Units for Modelling Long-term Dependencies,"['Sarath Chandar', 'Chinnadhurai Sankar', 'Eugene Vorontsov', 'Samira Ebrahimi Kahou', 'Yoshua Bengio']",https://arxiv.org/abs/1902.06704,"['cs.NE', 'cs.LG', 'stat.ML']","Submitted 22 January, 2019; 
      originally announced February 2019."
1637,Predicting tongue motion in unlabeled ultrasound videos using convolutional LSTM neural network,"['Chaojie Zhao', 'Peng Zhang', 'Jian Zhu', 'Chengrui Wu', 'Huaimin Wang', 'Kele Xu']",https://arxiv.org/abs/1902.06927,"['cs.CV', 'cs.LG', 'cs.MM']","Submitted 19 February, 2019; 
      originally announced February 2019."
1638,Low-Latency Deep Clustering For Speech Separation,"['Shanshan Wang', 'Gaurav Naithani', 'Tuomas Virtanen']",https://arxiv.org/abs/1902.07033,"['cs.SD', 'eess.AS']","Submitted 19 February, 2019; 
      originally announced February 2019."
1639,Deep Speaker Embedding Learning with Multi-Level Pooling for Text-Independent Speaker Verification,"['Yun Tang', 'Guohong Ding', 'Jing Huang', 'Xiaodong He', 'Bowen Zhou']",https://arxiv.org/abs/1902.07821,"['cs.CL', 'cs.SD', 'eess.AS']","Submitted 20 February, 2019; 
      originally announced February 2019."
1640,"Towards Real-time Eyeblink Detection in The Wild:Dataset,Theory and Practices","['Guilei Hu', 'Yang Xiao', 'Zhiguo Cao', 'Lubin Meng', 'Zhiwen Fang', 'Joey Tianyi Zhou', 'Junsong Yuan']",https://arxiv.org/abs/1902.07891,['cs.CV'],"Submitted 18 December, 2019; v1 submitted 21 February, 2019;
      originally announced February 2019."
1641,E-LSTM-D: A Deep Learning Framework for Dynamic Network Link Prediction,"['Jinyin Chen', 'Jian Zhang', 'Xuanheng Xu', 'Chengbo Fu', 'Dan Zhang', 'Qingpeng Zhang', 'Qi Xuan']",https://arxiv.org/abs/1902.08329,"['cs.SI', 'cs.LG']","Submitted 21 February, 2019; 
      originally announced February 2019."
1642,Learning to Flip Successive Cancellation Decoding of Polar Codes with LSTM Networks,"['Xianbin Wang', 'Huazi Zhang', 'Rong Li', 'Lingchen Huang', 'Shengchen Dai', 'Yourui Huangfu', 'Jun Wang']",https://arxiv.org/abs/1902.08394,"['cs.IT', 'cs.LG']","Submitted 24 February, 2019; v1 submitted 22 February, 2019;
      originally announced February 2019."
1643,An LSTM Network for Real-Time Odometry Estimation,"['Michelle Valente', 'Cyril Joly', 'Arnaud de La Fortelle']",https://arxiv.org/abs/1902.08536,['cs.RO'],"Submitted 22 February, 2019; 
      originally announced February 2019."
1644,Learning protein sequence embeddings using information from structure,"['Tristan Bepler', 'Bonnie Berger']",https://arxiv.org/abs/1902.08661,"['cs.LG', 'q-bio.BM', 'stat.ML']","Submitted 16 October, 2019; v1 submitted 22 February, 2019;
      originally announced February 2019."
1645,Spatio-Temporal Convolutional LSTMs for Tumor Growth Prediction by Learning 4D Longitudinal Patient Data,"['Ling Zhang', 'Le Lu', 'Xiaosong Wang', 'Robert M. Zhu', 'Mohammadhadi Bagheri', 'Ronald M. Summers', 'Jianhua Yao']",https://arxiv.org/abs/1902.08716,['cs.CV'],"Submitted 23 September, 2019; v1 submitted 22 February, 2019;
      originally announced February 2019."
1646,ABI Neural Ensemble Model for Gender Prediction Adapt Bar-Ilan Submission for the CLIN29 Shared Task on Gender Prediction,"['Eva Vanmassenhove', 'Amit Moryossef', 'Alberto Poncelas', 'Andy Way', 'Dimitar Shterionov']",https://arxiv.org/abs/1902.08856,['cs.CL'],"Submitted 23 February, 2019; 
      originally announced February 2019."
1647,Unlexicalized Transition-based Discontinuous Constituency Parsing,"['Maximin Coavoux', 'Benoît Crabbé', 'Shay B. Cohen']",https://arxiv.org/abs/1902.08912,['cs.CL'],"Submitted 24 February, 2019; 
      originally announced February 2019."
1648,Synchronous Bidirectional Inference for Neural Sequence Generation,"['Jiajun Zhang', 'Long Zhou', 'Yang Zhao', 'Chengqing Zong']",https://arxiv.org/abs/1902.08955,"['cs.CL', 'cs.LG']","Submitted 24 February, 2019; 
      originally announced February 2019."
1649,Leveraging Knowledge Bases in LSTMs for Improving Machine Reading,"['Bishan Yang', 'Tom Mitchell']",https://arxiv.org/abs/1902.09091,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 25 February, 2019; 
      originally announced February 2019."
1650,An Attention Enhanced Graph Convolutional LSTM Network for Skeleton-Based Action Recognition,"['Chenyang Si', 'Wentao Chen', 'Wei Wang', 'Liang Wang', 'Tieniu Tan']",https://arxiv.org/abs/1902.09130,['cs.CV'],"Submitted 29 March, 2019; v1 submitted 25 February, 2019;
      originally announced February 2019."
1651,GQA: A New Dataset for Real-World Visual Reasoning and Compositional Question Answering,"['Drew A. Hudson', 'Christopher D. Manning']",https://arxiv.org/abs/1902.09506,"['cs.CL', 'cs.AI', 'cs.CV', 'cs.LG']","Submitted 10 May, 2019; v1 submitted 25 February, 2019;
      originally announced February 2019."
1652,AntisymmetricRNN: A Dynamical System View on Recurrent Neural Networks,"['Bo Chang', 'Minmin Chen', 'Eldad Haber', 'Ed H. Chi']",https://arxiv.org/abs/1902.09689,"['stat.ML', 'cs.LG']","Submitted 25 February, 2019; 
      originally announced February 2019."
1653,Interpretable Structure-aware Document Encoders with Hierarchical Attention,"['Khalil Mrini', 'Claudiu Musat', 'Michael Baeriswyl', 'Martin Jaggi']",https://arxiv.org/abs/1902.09713,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 5 October, 2019; v1 submitted 25 February, 2019;
      originally announced February 2019."
1654,Recursive Subtree Composition in LSTM-Based Dependency Parsing,"['Miryam de Lhoneux', 'Miguel Ballesteros', 'Joakim Nivre']",https://arxiv.org/abs/1902.09781,['cs.CL'],"Submitted 26 February, 2019; 
      originally announced February 2019."
1655,Design of intentional backdoors in sequential models,"['Zhaoyuan Yang', 'Naresh Iyer', 'Johan Reimann', 'Nurali Virani']",https://arxiv.org/abs/1902.09972,"['cs.CR', 'cs.LG']","Submitted 26 February, 2019; 
      originally announced February 2019."
1656,Attention-driven Tree-structured Convolutional LSTM for High Dimensional Data Understanding,"['Bin Kong', 'Xin Wang', 'Junjie Bai', 'Yi Lu', 'Feng Gao', 'Kunlin Cao', 'Qi Song', 'Shaoting Zhang', 'Siwei Lyu', 'Youbing Yin']",https://arxiv.org/abs/1902.10053,['cs.CV'],"Submitted 29 January, 2019; 
      originally announced February 2019."
1657,Insights into LSTM Fully Convolutional Networks for Time Series Classification,"['Fazle Karim', 'Somshubra Majumdar', 'Houshang Darabi']",https://arxiv.org/abs/1902.10756,"['cs.LG', 'stat.ML']","Submitted 1 July, 2019; v1 submitted 27 February, 2019;
      originally announced February 2019."
1658,Financial series prediction using Attention LSTM,"['Sangyeon Kim', 'Myungjoo Kang']",https://arxiv.org/abs/1902.10877,"['cs.LG', 'q-fin.ST', 'stat.ML']","Submitted 27 February, 2019; 
      originally announced February 2019."
1659,Compressed Convolutional LSTM: An Efficient Deep Learning framework to Model High Fidelity 3D Turbulence,"['Arvind Mohan', 'Don Daniel', 'Michael Chertkov', 'Daniel Livescu']",https://arxiv.org/abs/1903.00033,"['physics.flu-dyn', 'nlin.CD', 'physics.comp-ph']","Submitted 4 March, 2019; v1 submitted 28 February, 2019;
      originally announced March 2019."
1660,Adversarial Generation of Handwritten Text Images Conditioned on Sequences,"['Eloi Alonso', 'Bastien Moysset', 'Ronaldo Messina']",https://arxiv.org/abs/1903.00277,['cs.CV'],"Submitted 1 March, 2019; 
      originally announced March 2019."
1661,Using Artificial Intelligence to Recapture Norms: Did #metoo change gender norms in Sweden?,['Sara Moricz'],https://arxiv.org/abs/1903.00690,['econ.GN'],"Submitted 2 March, 2019; 
      originally announced March 2019."
1662,Online Vehicle Trajectory Prediction using Policy Anticipation Network and Optimization-based Context Reasoning,"['Wenchao Ding', 'Shaojie Shen']",https://arxiv.org/abs/1903.00847,"['cs.RO', 'cs.LG']","Submitted 3 March, 2019; 
      originally announced March 2019."
1663,Understanding Feature Selection and Feature Memorization in Recurrent Neural Networks,"['Bokang Zhu', 'Richong Zhang', 'Dingkun Long', 'Yongyi Mao']",https://arxiv.org/abs/1903.00906,"['cs.LG', 'stat.ML']","Submitted 3 March, 2019; 
      originally announced March 2019."
1664,Structural Supervision Improves Learning of Non-Local Grammatical Dependencies,"['Ethan Wilcox', 'Peng Qian', 'Richard Futrell', 'Miguel Ballesteros', 'Roger Levy']",https://arxiv.org/abs/1903.00943,['cs.CL'],"Submitted 6 April, 2019; v1 submitted 3 March, 2019;
      originally announced March 2019."
1665,Life detection strategy based on infrared vision and ultra-wideband radar data fusion,"['Li Yin', 'Y. M. Zhou']",https://arxiv.org/abs/1903.01564,['eess.SP'],"Submitted 16 May, 2019; v1 submitted 27 February, 2019;
      originally announced March 2019."
1666,Deep Learning Based Motion Planning For Autonomous Vehicle Using Spatiotemporal LSTM Network,"['Zhengwei Bai', 'Baigen Cai', 'Wei Shangguan', 'Linguo Chai']",https://arxiv.org/abs/1903.01712,"['cs.CV', 'cs.AI']","Submitted 5 March, 2019; 
      originally announced March 2019."
1667,Gated Graph Convolutional Recurrent Neural Networks,"['Luana Ruiz', 'Fernando Gama', 'Alejandro Ribeiro']",https://arxiv.org/abs/1903.01888,"['cs.LG', 'stat.ML']","Submitted 27 June, 2019; v1 submitted 5 March, 2019;
      originally announced March 2019."
1668,PROPS: Probabilistic personalization of black-box sequence models,"['Michael Thomas Wojnowicz', 'Xuan Zhao']",https://arxiv.org/abs/1903.02013,"['cs.LG', 'stat.ML']","Submitted 5 March, 2019; 
      originally announced March 2019."
1669,DA-LSTM: A Long Short-Term Memory with Depth Adaptive to Non-uniform Information Flow in Sequential Data,"['Yifeng Zhang', 'Ka-Ho Chow', 'S. -H. Gary Chan']",https://arxiv.org/abs/1903.02082,"['cs.NE', 'cs.LG', 'stat.ML']","Submitted 18 January, 2019; 
      originally announced March 2019."
1670,Dixit: Interactive Visual Storytelling via Term Manipulation,"['Chao-Chun Hsu', 'Yu-Hua Chen', 'Zi-Yuan Chen', 'Hsin-Yu Lin', ""Ting-Hao 'Kenneth' Huang"", 'Lun-Wei Ku']",https://arxiv.org/abs/1903.02230,['cs.CL'],"Submitted 31 May, 2019; v1 submitted 6 March, 2019;
      originally announced March 2019."
1671,Hybrid LSTM and Encoder-Decoder Architecture for Detection of Image Forgeries,"['Jawadul H. Bappy', 'Cody Simons', 'Lakshmanan Nataraj', 'B. S. Manjunath', 'Amit K. Roy-Chowdhury']",https://arxiv.org/abs/1903.02495,['cs.CV'],"Submitted 6 March, 2019; 
      originally announced March 2019."
1672,Multi-output Bus Travel Time Prediction with Convolutional LSTM Neural Network,"['Niklas Christoffer Petersen', 'Filipe Rodrigues', 'Francisco Camara Pereira']",https://arxiv.org/abs/1903.02791,"['stat.ML', 'cs.LG']","Submitted 7 March, 2019; 
      originally announced March 2019."
1673,SR-LSTM: State Refinement for LSTM towards Pedestrian Trajectory Prediction,"['Pu Zhang', 'Wanli Ouyang', 'Pengfei Zhang', 'Jianru Xue', 'Nanning Zheng']",https://arxiv.org/abs/1903.02793,['cs.CV'],"Submitted 7 March, 2019; 
      originally announced March 2019."
1674,Weakly Supervised Complementary Parts Models for Fine-Grained Image Classification from the Bottom Up,"['Weifeng Ge', 'Xiangru Lin', 'Yizhou Yu']",https://arxiv.org/abs/1903.02827,['cs.CV'],"Submitted 7 March, 2019; 
      originally announced March 2019."
1675,Neural Language Models as Psycholinguistic Subjects: Representations of Syntactic State,"['Richard Futrell', 'Ethan Wilcox', 'Takashi Morita', 'Peng Qian', 'Miguel Ballesteros', 'Roger Levy']",https://arxiv.org/abs/1903.03260,['cs.CL'],"Submitted 7 March, 2019; 
      originally announced March 2019."
1676,Machine Learning Based Prediction and Classification of Computational Jobs in Cloud Computing Centers,"['Zheqi Zhu', 'Pingyi Fan']",https://arxiv.org/abs/1903.03759,"['cs.LG', 'cs.IT', 'cs.NE', 'stat.ML']","Submitted 9 March, 2019; 
      originally announced March 2019."
